"Keyword","Type","Volume","KD","Cluster","Article Angle","Priority","Content Target","Status"
"food gifts for guys","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift card for postmates","Transactional","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift card for teachers","Informational","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift cards for experiences","Informational","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift exchange games for large groups","Informational","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for a family","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for med student","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for older man","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for sir on teachers day","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for vow renewal ceremony","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for a new mother","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for cooks","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for elderly father","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for gift exchange women","Informational","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for male teachers","Informational, Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for tea lovers","Commercial","260","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"custom new home gifts","Commercial","110","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized gifts her","Commercial","70","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized gifts cutting boards","Commercial","50","21","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for dads who have everything","Commercial","3600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for older women","Informational","3600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"xmas gift ideas for dogs","Commercial","3600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for expecting moms","Commercial","2900","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for new york","Commercial","2900","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for guide","Informational","2400","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for photographers","Commercial","2400","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for runners","Commercial","1900","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for family","Informational","1900","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 4 year olds","Commercial","1900","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for cooks","Commercial","1900","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for 1 year olds","Commercial","1600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for 11 12 year olds girl","Commercial","1600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for gardeners","Commercial","1600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts to give for secret santa","Commercial","1600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for pregnant women","Commercial","1600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for 6 year olds","Commercial","1600","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"awesome gifts for 4 year olds","Commercial","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for graduates","Commercial","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for new yorkers","Commercial","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"how to make a bow ribbon for gifts","Informational","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"personalized gifts for grandparents","Informational, Commercial","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"tissue paper for gift bags","Informational","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"top gifts for 3 year olds","Commercial","1300","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for 8 year olds","Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"chance for gifted legendary from royal jelly","Informational, Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for newly parents","Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for nerds","Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for older women ideas","Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for sports fans","Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"glass jewelry box for gift","Commercial","1000","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for chefs","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"funny ideas for a white elephant gift","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift bags for large presents","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for eighteen year olds","Informational","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for sweet sixteen","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for the man who has everything and wants nothing","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gifts for gamers","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gifts for gardeners","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"how to say thank you for an unexpected gift","Informational","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"mothers day gift for daughter","Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"secret santa gifts for guys","Informational, Commercial","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"zip code for vanilla gift card","Informational","880","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"discount baskets for gifts","Commercial","720","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"double sided tape for wrapping gifts","Commercial","720","22","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
